pairkey,map,min,p1,mean,p99,max
IMG_210204_095132_0010_,S_fused,0.007023886311799288,0.08154246583580971,0.45463934540748596,0.7427091598510742,0.920956552028656
IMG_210204_095132_0010_,NDVI,4.76837158203125e-07,0.008488699793815613,0.6138447523117065,0.9966879487037659,0.9999995231628418
IMG_210204_095132_0010_,GNDVI,4.76837158203125e-07,0.003369547426700592,0.49895647168159485,0.9979038238525391,0.9999995231628418
IMG_210204_095132_0010_,NDRE,4.76837158203125e-07,0.0024793893098831177,0.5436990857124329,0.9953105747699738,0.9999995231628418
IMG_210204_095132_0010_,BRVI,0.0,0.003380772832315415,0.5843992829322815,1.0,1.0
IMG_210204_095132_0010_,LR,0.0,0.0,0.19358208775520325,0.631765753030777,0.6931471824645996
IMG_210204_095132_0010_,sobel,0.0,0.004797451663762331,0.08909177035093307,0.3110516592860222,0.9999996423721313
IMG_210204_095132_0010_,log,2.560645668836514e-07,0.0009874580428004265,0.0709640234708786,0.28031298518180847,0.9999998807907104
IMG_210204_095132_0010_,structure_tensor,0.0,3.3810093924557805e-07,0.11731481552124023,0.9999955743551254,1.0
IMG_210204_095132_0010_,morph_gradient,0.0,0.0313725508749485,0.13612587749958038,0.3686274588108063,0.8666666746139526
IMG_210204_095134_0011_,S_fused,0.012344165705144405,0.12079943716526031,0.3963892161846161,0.6688842475414276,0.8046104311943054
IMG_210204_095134_0011_,NDVI,1.1622905731201172e-06,0.16734381020069122,0.6269463896751404,0.9964025020599365,0.9999995231628418
IMG_210204_095134_0011_,GNDVI,7.450580596923828e-07,0.10375921428203583,0.4758256673812866,0.9990688264369965,0.9999995231628418
IMG_210204_095134_0011_,NDRE,5.066394805908203e-07,0.06612444669008255,0.43680068850517273,0.9388683140277863,0.999999463558197
IMG_210204_095134_0011_,BRVI,0.0,0.002035799145232886,0.48218435049057007,1.0,1.0
IMG_210204_095134_0011_,LR,0.0,0.0,0.17691390216350555,0.5920250862836838,0.6931471824645996
IMG_210204_095134_0011_,sobel,0.0,0.004000356653705239,0.08737964183092117,0.3129122033715248,0.9999996423721313
IMG_210204_095134_0011_,log,0.0,0.0008226495701819658,0.06073896214365959,0.24392357096076012,0.9999999403953552
IMG_210204_095134_0011_,structure_tensor,0.0,1.5116177110030549e-07,0.10849954932928085,0.999994769692421,1.0
IMG_210204_095134_0011_,morph_gradient,0.0,0.027450980618596077,0.1367504745721817,0.38823530077934265,0.9058823585510254
IMG_210204_095136_0012_,S_fused,0.018949374556541443,0.11854705959558487,0.4526876211166382,0.6990438550710678,0.9141170978546143
IMG_210204_095136_0012_,NDVI,4.76837158203125e-07,0.06720081716775894,0.6663318872451782,0.9970480054616928,0.9999995231628418
IMG_210204_095136_0012_,GNDVI,4.76837158203125e-07,0.05964585393667221,0.516642689704895,0.9989456236362457,0.9999995231628418
IMG_210204_095136_0012_,NDRE,5.960464477539062e-07,0.042848967015743256,0.5046805739402771,0.9947090297937393,0.9999995231628418
IMG_210204_095136_0012_,BRVI,0.0,0.0033850393374450505,0.5113425850868225,1.0,1.0
IMG_210204_095136_0012_,LR,0.0,0.0,0.25546202063560486,0.618517205119133,0.6931471824645996
IMG_210204_095136_0012_,sobel,0.0,0.0035947778960689902,0.07477040588855743,0.27381354570388794,0.9999997019767761
IMG_210204_095136_0012_,log,0.0,0.0006834808737039566,0.05267947539687157,0.216598741710186,0.9999999403953552
IMG_210204_095136_0012_,structure_tensor,0.0,4.842212497635501e-08,0.09838563203811646,0.9999856948852539,1.0
IMG_210204_095136_0012_,morph_gradient,0.0,0.0235294122248888,0.13565176725387573,0.40784314274787903,0.9254902005195618
IMG_210204_095138_0013_,S_fused,0.022814150899648666,0.1169215738773346,0.47909778356552124,0.6989161968231201,0.8764072060585022
IMG_210204_095138_0013_,NDVI,5.066394805908203e-07,0.12546373158693314,0.7192965149879456,0.9982211589813232,0.9999995231628418
IMG_210204_095138_0013_,GNDVI,5.066394805908203e-07,0.07741817831993103,0.5785868763923645,0.9991303533315659,0.9999995231628418
IMG_210204_095138_0013_,NDRE,5.066394805908203e-07,0.05417676270008087,0.49619194865226746,0.9161568433046341,0.999999463558197
IMG_210204_095138_0013_,BRVI,0.0,0.001725657406495884,0.4242856204509735,1.0,1.0
IMG_210204_095138_0013_,LR,0.0,0.0,0.3144353926181793,0.6501552313566208,0.6931471824645996
IMG_210204_095138_0013_,sobel,0.0,0.003672973718494177,0.07504989206790924,0.2724887803196907,0.9999997019767761
IMG_210204_095138_0013_,log,0.0,0.0007363779877778143,0.05462103709578514,0.22194890305399895,0.9999999403953552
IMG_210204_095138_0013_,structure_tensor,0.0,5.321844298578071e-08,0.09924372285604477,0.9999856501817703,1.0
IMG_210204_095138_0013_,morph_gradient,0.0,0.027450980618596077,0.1330156773328781,0.3921568691730499,0.9333333373069763
IMG_210204_095140_0014_,S_fused,0.022565551102161407,0.10757070407271385,0.45689672231674194,0.6928040385246277,0.841478168964386
IMG_210204_095140_0014_,NDVI,5.662441253662109e-07,0.07861499488353729,0.6667718887329102,0.9980693012475967,0.9999995231628418
IMG_210204_095140_0014_,GNDVI,6.258487701416016e-07,0.04624021053314209,0.5244954228401184,0.9999919533729553,0.9999995231628418
IMG_210204_095140_0014_,NDRE,7.450580596923828e-07,0.031406618654727936,0.48806053400039673,0.9182491600513458,0.9999995231628418
IMG_210204_095140_0014_,BRVI,0.0,0.0022137449122965336,0.48139387369155884,1.0,1.0
IMG_210204_095140_0014_,LR,0.0,0.0,0.2540508806705475,0.6387179642915726,0.6931471824645996
IMG_210204_095140_0014_,sobel,0.0,0.0035580480471253395,0.07174022495746613,0.2613569274544716,0.9999997019767761
IMG_210204_095140_0014_,log,0.0,0.00068916633608751,0.05103156343102455,0.20856047049164772,0.9999999403953552
IMG_210204_095140_0014_,structure_tensor,0.0,6.836770616303056e-08,0.09948746860027313,0.9999927580356598,1.0
IMG_210204_095140_0014_,morph_gradient,0.0,0.0235294122248888,0.13099534809589386,0.38823530077934265,0.9490196108818054
IMG_210204_095142_0015_,S_fused,0.028387779369950294,0.12801196426153183,0.5466092228889465,0.6877768188714981,0.8390918374061584
IMG_210204_095142_0015_,NDVI,5.364418029785156e-07,0.11422980576753616,0.7465133666992188,0.9986168593168259,0.9999995231628418
IMG_210204_095142_0015_,GNDVI,5.960464477539062e-07,0.10497751086950302,0.6091450452804565,0.9997625052928925,0.9999995231628418
IMG_210204_095142_0015_,NDRE,5.662441253662109e-07,0.07351738214492798,0.47486305236816406,0.5805127024650574,0.9999995231628418
IMG_210204_095142_0015_,BRVI,0.0,0.0011939964024350047,0.3746267557144165,1.0,1.0
IMG_210204_095142_0015_,LR,0.0,0.0,0.33646419644355774,0.6369731724262238,0.6931471824645996
IMG_210204_095142_0015_,sobel,0.0,0.0030398823437280953,0.07199522107839584,0.2666666880249977,0.9999997019767761
IMG_210204_095142_0015_,log,0.0,0.0006839445704827085,0.0537860244512558,0.2257799282670021,0.9999999403953552
IMG_210204_095142_0015_,structure_tensor,0.0,5.107195666376185e-09,0.09608720242977142,0.9999991059303284,1.0
IMG_210204_095142_0015_,morph_gradient,0.0,0.0235294122248888,0.12949034571647644,0.38823530077934265,0.9411764740943909
IMG_210204_095144_0016_,S_fused,0.011695398949086666,0.10534515790641308,0.4992613196372986,0.6592583209276199,0.7874634265899658
IMG_210204_095144_0016_,NDVI,9.834766387939453e-07,0.36588553339242935,0.7345550060272217,0.9992083460092545,0.9999995231628418
IMG_210204_095144_0016_,GNDVI,8.940696716308594e-07,0.1553291454911232,0.5969696044921875,0.9999992251396179,0.9999994039535522
IMG_210204_095144_0016_,NDRE,5.662441253662109e-07,0.10918885469436646,0.5025488138198853,0.6256256401538849,0.999999463558197
IMG_210204_095144_0016_,BRVI,0.0,0.0008403390529565513,0.42242512106895447,1.0,1.0
IMG_210204_095144_0016_,LR,0.0,0.0,0.3017067611217499,0.6254083216190338,0.6926083564758301
IMG_210204_095144_0016_,sobel,0.0,0.0019806171185337007,0.071100153028965,0.2690315321087837,0.9999997019767761
IMG_210204_095144_0016_,log,0.0,0.0005817149503855035,0.052613865584135056,0.22501290589571,0.9999999403953552
IMG_210204_095144_0016_,structure_tensor,0.0,7.815581781756009e-08,0.0950808972120285,0.9999907463788986,1.0
IMG_210204_095144_0016_,morph_gradient,0.0,0.01568627543747425,0.12711071968078613,0.3803921639919281,0.9215686321258545
IMG_210204_095146_0017_,S_fused,0.02064172737300396,0.09516982361674309,0.2997121512889862,0.606930285692215,0.8593130707740784
IMG_210204_095146_0017_,NDVI,5.066394805908203e-07,0.12306561321020126,0.5215939283370972,0.9975964576005936,0.999999463558197
IMG_210204_095146_0017_,GNDVI,5.364418029785156e-07,0.11611556261777878,0.3465605080127716,0.9627209305763245,0.9999995231628418
IMG_210204_095146_0017_,NDRE,5.066394805908203e-07,0.08434300124645233,0.25147533416748047,0.67348413169384,0.9999994039535522
IMG_210204_095146_0017_,BRVI,0.0,0.0007344068289967254,0.4330139756202698,1.0,1.0
IMG_210204_095146_0017_,LR,0.0,0.0,0.06714209169149399,0.4508199393749237,0.6916608214378357
IMG_210204_095146_0017_,sobel,0.0,0.00082316821499262,0.07014360278844833,0.272622250020504,0.9999997019767761
IMG_210204_095146_0017_,log,0.0,0.0004844964714720845,0.05230839550495148,0.22850067913532257,0.9999999403953552
IMG_210204_095146_0017_,structure_tensor,0.0,2.040462518948516e-07,0.08955375105142593,0.9999961107969284,1.0
IMG_210204_095146_0017_,morph_gradient,0.0,0.007843137718737125,0.12712189555168152,0.3921568691730499,0.9254902005195618
IMG_210204_095148_0018_,S_fused,0.031094735488295555,0.10572255216538906,0.46044158935546875,0.6686498671770096,0.8320131301879883
IMG_210204_095148_0018_,NDVI,4.76837158203125e-07,0.08440902829170227,0.6720790863037109,0.9990154057741165,0.9999995231628418
IMG_210204_095148_0018_,GNDVI,4.76837158203125e-07,0.06437099725008011,0.5800247192382812,0.9999946355819702,0.9999995231628418
IMG_210204_095148_0018_,NDRE,5.662441253662109e-07,0.038795970380306244,0.4701281785964966,0.8481335639953613,0.9999995231628418
IMG_210204_095148_0018_,BRVI,0.0,0.0008698792807990685,0.48052823543548584,1.0,1.0
IMG_210204_095148_0018_,LR,0.0,0.0,0.25142431259155273,0.6349556297063828,0.6931471824645996
IMG_210204_095148_0018_,sobel,0.0,0.0,0.0630016103386879,0.27831387519836426,0.9999997019767761
IMG_210204_095148_0018_,log,0.0,0.0002930945629486814,0.04979017749428749,0.23665819689631462,0.9999999403953552
IMG_210204_095148_0018_,structure_tensor,0.0,5.996206198233267e-08,0.07879511266946793,0.9999706745147705,1.0
IMG_210204_095148_0018_,morph_gradient,0.0,0.0,0.1174970492720604,0.4313725531101227,0.9372549057006836
IMG_210204_095149_0019_,S_fused,0.0500040203332901,0.13534872978925705,0.36200299859046936,0.5363036692142487,0.8528057932853699
IMG_210204_095149_0019_,NDVI,6.258487701416016e-07,0.38509640097618103,0.7109476923942566,0.9986292868852615,0.9999994039535522
IMG_210204_095149_0019_,GNDVI,7.450580596923828e-07,0.3851611614227295,0.6300127506256104,0.9999991655349731,0.999999463558197
IMG_210204_095149_0019_,NDRE,6.556510925292969e-07,0.3940853178501129,0.5267623662948608,0.9002027213573456,0.9999992847442627
IMG_210204_095149_0019_,BRVI,0.0,0.0013003544299863279,0.48818784952163696,1.0,1.0
IMG_210204_095149_0019_,LR,0.0,0.0,0.2423621565103531,0.48609137535095215,0.6501186490058899
IMG_210204_095149_0019_,sobel,0.0,0.0,0.0707508772611618,0.33836888521909714,0.9999996423721313
IMG_210204_095149_0019_,log,0.0,0.00023765031437505968,0.05170973390340805,0.267031192779541,0.9999999403953552
IMG_210204_095149_0019_,structure_tensor,0.0,1.6340050978946863e-09,0.06813164800405502,0.9999908357858658,1.0
IMG_210204_095149_0019_,morph_gradient,0.0,0.0,0.1103755533695221,0.4470588266849518,0.8745098114013672
IMG_210204_095151_0020_,S_fused,0.050000134855508804,0.09817015193402767,0.31020665168762207,0.6195411086082458,0.8067541718482971
IMG_210204_095151_0020_,NDVI,4.76837158203125e-07,0.11049703508615494,0.5106313824653625,0.995863750576973,0.9999995231628418
IMG_210204_095151_0020_,GNDVI,4.76837158203125e-07,0.11249710619449615,0.39810994267463684,0.9999961853027344,0.9999990463256836
IMG_210204_095151_0020_,NDRE,5.960464477539062e-07,0.11701411753892899,0.3754426836967468,0.863529235124588,0.9999994039535522
IMG_210204_095151_0020_,BRVI,0.0,0.0022034842404536903,0.5763986706733704,1.0,1.0
IMG_210204_095151_0020_,LR,0.0,0.0,0.06783106923103333,0.5529131293296814,0.6931471824645996
IMG_210204_095151_0020_,sobel,0.0,0.0,0.06556972116231918,0.3482094556093216,0.9999996423721313
IMG_210204_095151_0020_,log,0.0,0.00025614687911001965,0.057364292442798615,0.32217907905578613,0.9999998807907104
IMG_210204_095151_0020_,structure_tensor,0.0,1.1266250599106797e-08,0.06042001023888588,0.9999983459711075,1.0
IMG_210204_095151_0020_,morph_gradient,0.0,0.0,0.10470221191644669,0.48235294222831726,0.8392156958580017
IMG_210204_095153_0021_,S_fused,0.019762322306632996,0.1058195885270834,0.3719668686389923,0.6259633004665375,0.7344653010368347
IMG_210204_095153_0021_,NDVI,4.76837158203125e-07,0.22612211108207703,0.6060201525688171,0.9988459348678589,0.9999995231628418
IMG_210204_095153_0021_,GNDVI,4.76837158203125e-07,0.16712795943021774,0.5283230543136597,0.9999985694885254,0.999999463558197
IMG_210204_095153_0021_,NDRE,5.364418029785156e-07,0.08555848896503448,0.3681142330169678,0.64735047519207,0.9999992847442627
IMG_210204_095153_0021_,BRVI,0.0,0.000811794147011824,0.44938936829566956,1.0,1.0
IMG_210204_095153_0021_,LR,0.0,0.0,0.14276841282844543,0.5921198129653931,0.6931471824645996
IMG_210204_095153_0021_,sobel,0.0,0.0,0.06863860785961151,0.38965466618537903,0.9999996423721313
IMG_210204_095153_0021_,log,0.0,0.00023999167751753703,0.06374087184667587,0.3730727806687355,0.9999998807907104
IMG_210204_095153_0021_,structure_tensor,0.0,3.2272028382962503e-09,0.0578107051551342,0.9999998211860657,1.0
IMG_210204_095153_0021_,morph_gradient,0.0,0.0,0.10520820319652557,0.5098039507865906,0.8666666746139526
IMG_210204_095155_0022_,S_fused,0.04316182807087898,0.10670099221169949,0.42735758423805237,0.6896197497844696,0.8654283881187439
IMG_210204_095155_0022_,NDVI,6.258487701416016e-07,0.35171449184417725,0.7112424969673157,0.9995861947536469,0.9999995231628418
IMG_210204_095155_0022_,GNDVI,5.364418029785156e-07,0.33282072097063065,0.646773099899292,0.9999995231628418,0.9999995231628418
IMG_210204_095155_0022_,NDRE,5.066394805908203e-07,0.2837328240275383,0.6503740549087524,0.9999995231628418,0.9999995231628418
IMG_210204_095155_0022_,BRVI,0.0,0.0006623826193390414,0.6653664112091064,1.0,1.0
IMG_210204_095155_0022_,LR,0.0,0.0,0.3081720769405365,0.6725603491067886,0.6931471824645996
IMG_210204_095155_0022_,sobel,0.0,0.0,0.0710737481713295,0.4152227193117142,0.9999996423721313
IMG_210204_095155_0022_,log,0.0,0.00026251134841004387,0.0660066306591034,0.3938104435801506,0.9999998807907104
IMG_210204_095155_0022_,structure_tensor,0.0,4.007331000366321e-08,0.058921992778778076,0.9999915510416031,1.0
IMG_210204_095155_0022_,morph_gradient,0.0,0.0,0.10810726881027222,0.5254902243614197,0.8705882430076599
IMG_210204_095219_0023_,S_fused,0.01970927231013775,0.16449539735913277,0.3459685146808624,0.6795674860477448,0.8189737200737
IMG_210204_095219_0023_,NDVI,4.76837158203125e-07,0.33338068425655365,0.6012315154075623,0.9999988675117493,0.9999995231628418
IMG_210204_095219_0023_,GNDVI,4.76837158203125e-07,0.32196006923913956,0.5251872539520264,0.9999990463256836,0.9999995231628418
