pairkey,band,method,ok,ssim_edges,out_path,extra,flag_low_ssim
IMG_210204_095537_0105_,GRE,ORB_RANSAC,1,0.6079841807827785,artifacts\aligned\GRE\IMG_210204_095537_0105__GRE.tif,"{""inliers"": 458, ""matches"": 500, ""homography"": [[1.000990629196167, -0.0005550922360271215, 15.146744728088379], [0.0008933012722991407, 1.0012015104293823, -19.496339797973633], [7.055754736029485e-07, -6.945052177798061e-07, 1.0]]}",0
IMG_210204_095539_0106_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095539_0106__RED.tif,{},0
IMG_210204_095539_0106_,REG,ORB_RANSAC,1,0.11398236713914622,artifacts\aligned\REG\IMG_210204_095539_0106__REG.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-0.8981842398643494, 0.20383979380130768, 589.0845947265625], [-0.8180873990058899, 0.1847328394651413, 536.6102294921875], [-0.0015242401277646422, 0.0003441180451773107, 1.0]]}",1
IMG_210204_095539_0106_,NIR,ORB_RANSAC,1,0.05179232880871426,artifacts\aligned\NIR\IMG_210204_095539_0106__NIR.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-0.7480773329734802, -0.549861490726471, 835.0607299804688], [-0.7274961471557617, -0.548491358757019, 817.735107421875], [-0.000902100233361125, -0.0006469580694101751, 1.0]]}",1
IMG_210204_095539_0106_,GRE,ORB_RANSAC,1,0.5667240387408509,artifacts\aligned\GRE\IMG_210204_095539_0106__GRE.tif,"{""inliers"": 455, ""matches"": 500, ""homography"": [[0.9982115626335144, -0.002031064359471202, 16.652881622314453], [-0.00021660214406438172, 0.9991451501846313, -18.912702560424805], [-7.059683753141144e-07, -2.0110935565753607e-06, 1.0]]}",1
IMG_210204_095540_0107_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095540_0107__RED.tif,{},0
IMG_210204_095540_0107_,REG,ORB_RANSAC,1,0.09787010573415779,artifacts\aligned\REG\IMG_210204_095540_0107__REG.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-1.2631467580795288, 0.09892922639846802, 1157.292724609375], [-0.8134891986846924, 0.14299581944942474, 747.6796264648438], [-0.001097588217817247, 0.00022079866903368384, 1.0]]}",1
IMG_210204_095540_0107_,NIR,ORB_RANSAC,1,0.04305930879295369,artifacts\aligned\NIR\IMG_210204_095540_0107__NIR.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-0.5861513018608093, -0.18994614481925964, 544.033935546875], [-0.7160351872444153, -0.2350403368473053, 665.4470825195312], [-0.0010762709425762296, -0.0003524135972838849, 1.0]]}",1
IMG_210204_095540_0107_,GRE,ORB_RANSAC,1,0.5441803173353215,artifacts\aligned\GRE\IMG_210204_095540_0107__GRE.tif,"{""inliers"": 405, ""matches"": 500, ""homography"": [[0.9968539476394653, -0.0012838991824537516, 16.75299644470215], [-0.0012938695726916194, 0.997448205947876, -17.554445266723633], [-2.560107532190159e-06, -1.0486784276508843e-06, 1.0]]}",1
IMG_210204_095542_0108_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095542_0108__RED.tif,{},0
IMG_210204_095542_0108_,REG,ORB_RANSAC,1,0.10120700725856911,artifacts\aligned\REG\IMG_210204_095542_0108__REG.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-0.10886227339506149, -0.015035271644592285, 84.05330657958984], [-0.867791473865509, -0.11670348793268204, 669.675048828125], [-0.0012956695863977075, -0.00017487096192780882, 1.0]]}",1
IMG_210204_095542_0108_,NIR,ORB_RANSAC,1,0.07933160363860806,artifacts\aligned\NIR\IMG_210204_095542_0108__NIR.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-1.0805518627166748, -0.07742761820554733, 873.4675903320312], [-1.047864317893982, -0.07451802492141724, 846.6651611328125], [-0.0012373414356261492, -8.841203816700727e-05, 1.0]]}",1
IMG_210204_095542_0108_,GRE,ORB_RANSAC,1,0.5444231468052749,artifacts\aligned\GRE\IMG_210204_095542_0108__GRE.tif,"{""inliers"": 407, ""matches"": 500, ""homography"": [[0.9977001547813416, -0.001776198041625321, 16.656286239624023], [-0.000392612797440961, 0.9982344508171082, -18.539270401000977], [-8.332758625329006e-07, -2.209753347415244e-06, 1.0]]}",1
IMG_210204_095544_0109_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095544_0109__RED.tif,{},0
IMG_210204_095544_0109_,REG,ORB_RANSAC,1,0.10122379603171597,artifacts\aligned\REG\IMG_210204_095544_0109__REG.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-1.0983848571777344, 1.7551838159561157, 724.86962890625], [-0.3149508237838745, 0.41437992453575134, 220.6580352783203], [-0.0015151896513998508, 0.002415515948086977, 1.0]]}",1
IMG_210204_095544_0109_,NIR,ORB_RANSAC,1,0.1207214991771175,artifacts\aligned\NIR\IMG_210204_095544_0109__NIR.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[-1.1180530786514282, 0.27546823024749756, 691.2295532226562], [-0.30880624055862427, 0.08230236172676086, 186.50010681152344], [-0.001613860484212637, 0.0003957536828238517, 1.0]]}",1
IMG_210204_095544_0109_,GRE,ORB_RANSAC,1,0.5461083040915417,artifacts\aligned\GRE\IMG_210204_095544_0109__GRE.tif,"{""inliers"": 192, ""matches"": 500, ""homography"": [[0.9996365904808044, 0.00026431423611938953, 15.17555046081543], [-0.000668264867272228, 0.9998316764831543, -18.312232971191406], [-2.1703235688619316e-06, 9.668352731750929e-07, 1.0]]}",1
IMG_210204_095546_0110_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095546_0110__RED.tif,{},0
IMG_210204_095546_0110_,REG,ORB_RANSAC,1,0.0426828703071169,artifacts\aligned\REG\IMG_210204_095546_0110__REG.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-0.9731630086898804, 0.43454083800315857, 737.944580078125], [-0.4370781481266022, 0.2137526422739029, 326.5838317871094], [-0.0013192675542086363, 0.0005901831900700927, 1.0]]}",1
IMG_210204_095546_0110_,NIR,ORB_RANSAC,1,0.03210712233017786,artifacts\aligned\NIR\IMG_210204_095546_0110__NIR.tif,"{""inliers"": 7, ""matches"": 500, ""homography"": [[0.5208517909049988, -1.3190553188323975, 722.2673950195312], [0.3679419457912445, -1.3579182624816895, 864.4800415039062], [0.0006702676182612777, -0.0017819913337007165, 1.0]]}",1
IMG_210204_095546_0110_,GRE,ORB_RANSAC,1,0.536809169207824,artifacts\aligned\GRE\IMG_210204_095546_0110__GRE.tif,"{""inliers"": 175, ""matches"": 500, ""homography"": [[0.9996961951255798, 0.0007976044435054064, 14.489300727844238], [9.054611291503534e-05, 0.9998552203178406, -18.777666091918945], [-1.1157501376146683e-06, -3.3239328445233696e-07, 1.0]]}",1
IMG_210204_095548_0111_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095548_0111__RED.tif,{},0
IMG_210204_095548_0111_,REG,ORB_RANSAC,1,0.13883151154365325,artifacts\aligned\REG\IMG_210204_095548_0111__REG.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-0.7274137735366821, -0.2463044673204422, 761.376953125], [-0.30472779273986816, -0.09374146163463593, 314.0379638671875], [-0.0009594198781996965, -0.00031769968336448073, 1.0]]}",1
IMG_210204_095548_0111_,NIR,ORB_RANSAC,1,0.05594830263644982,artifacts\aligned\NIR\IMG_210204_095548_0111__NIR.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-1.3367302417755127, 0.7186175584793091, 838.9488525390625], [-1.452095627784729, 0.6430754065513611, 910.1137084960938], [-0.0015777975786477327, 0.0009284110856242478, 1.0]]}",1
IMG_210204_095548_0111_,GRE,ORB_RANSAC,1,0.6009702807913827,artifacts\aligned\GRE\IMG_210204_095548_0111__GRE.tif,"{""inliers"": 207, ""matches"": 500, ""homography"": [[1.0013043880462646, -0.00015759030065964907, 14.892051696777344], [-4.905621608486399e-05, 0.9993804693222046, -18.129756927490234], [9.574972636983148e-07, -6.288698273237969e-07, 1.0]]}",0
IMG_210204_095549_0112_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095549_0112__RED.tif,{},0
IMG_210204_095549_0112_,REG,ORB_RANSAC,1,0.01599306304343487,artifacts\aligned\REG\IMG_210204_095549_0112__REG.tif,"{""inliers"": 9, ""matches"": 500, ""homography"": [[-0.3679543137550354, -0.5422475934028625, 766.6805419921875], [-0.03555658832192421, -0.3107820153236389, 293.46044921875], [-0.0004778857692144811, -0.0007092394516803324, 1.0]]}",1
IMG_210204_095549_0112_,NIR,ORB_RANSAC,1,0.13478214785791964,artifacts\aligned\NIR\IMG_210204_095549_0112__NIR.tif,"{""inliers"": 9, ""matches"": 500, ""homography"": [[-0.3666602671146393, -0.07735277712345123, 793.18359375], [-0.28059980273246765, -0.3001258969306946, 745.9326782226562], [-0.0003971528203692287, -0.00014516065130010247, 1.0]]}",1
IMG_210204_095549_0112_,GRE,ORB_RANSAC,1,0.5877182167048662,artifacts\aligned\GRE\IMG_210204_095549_0112__GRE.tif,"{""inliers"": 229, ""matches"": 500, ""homography"": [[1.000265121459961, -0.001732196076773107, 15.693929672241211], [0.00039409668534062803, 0.9980981349945068, -18.372684478759766], [5.227893211667833e-07, -1.6864401004568208e-06, 1.0]]}",1
IMG_210204_095551_0113_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095551_0113__RED.tif,{},0
IMG_210204_095551_0113_,REG,ORB_RANSAC,1,0.04737623213073499,artifacts\aligned\REG\IMG_210204_095551_0113__REG.tif,"{""inliers"": 9, ""matches"": 500, ""homography"": [[-0.8634253740310669, -0.5004976987838745, 744.1011962890625], [-0.9890767931938171, -0.44570332765579224, 850.987548828125], [-0.0011619231663644314, -0.0006571619887836277, 1.0]]}",1
IMG_210204_095551_0113_,NIR,ORB_RANSAC,1,0.08722824754407602,artifacts\aligned\NIR\IMG_210204_095551_0113__NIR.tif,"{""inliers"": 9, ""matches"": 500, ""homography"": [[-1.0456873178482056, 0.12132763862609863, 759.6883544921875], [-0.8144588470458984, 0.09529680013656616, 591.7576904296875], [-0.0013702325522899628, 0.00015325736603699625, 1.0]]}",1
IMG_210204_095551_0113_,GRE,ORB_RANSAC,1,0.6277013954620352,artifacts\aligned\GRE\IMG_210204_095551_0113__GRE.tif,"{""inliers"": 296, ""matches"": 500, ""homography"": [[0.9991755485534668, -0.0012169861001893878, 15.52812385559082], [-0.0006842735456302762, 0.9971348643302917, -17.486387252807617], [-6.257027393985481e-07, -2.12277632272162e-06, 1.0]]}",0
IMG_210204_095553_0114_,RED,IDENTITY,1,1.0,artifacts\aligned\RED\IMG_210204_095553_0114__RED.tif,{},0
IMG_210204_095553_0114_,REG,ORB_RANSAC,1,0.04020310821918758,artifacts\aligned\REG\IMG_210204_095553_0114__REG.tif,"{""inliers"": 8, ""matches"": 500, ""homography"": [[-0.9836131930351257, 0.03238389641046524, 771.304931640625], [-1.1601943969726562, 0.03562135994434357, 911.3885498046875], [-0.0012732617324218154, 3.9454644138459116e-05, 1.0]]}",1
